model_name,condition,identifier,class_id,class_name,cosine_similarity
clip_vit_b_32_linear,translation_8_left,test_01175,0,airplane,0.98564714
clip_vit_b_32_linear,translation_8_left,test_03454,2,car,0.97870207
clip_vit_b_32_linear,translation_8_left,test_02754,3,cat,0.9900855
clip_vit_b_32_linear,translation_8_left,test_00855,4,deer,0.9677067
clip_vit_b_32_linear,translation_8_left,test_02854,7,monkey,0.97236794
clip_vit_b_32_linear,translation_8_left,test_05092,1,bird,0.9698481
clip_vit_b_32_linear,translation_8_left,test_05590,9,truck,0.9868624
clip_vit_b_32_linear,translation_8_left,test_04463,3,cat,0.9631364
clip_vit_b_32_linear,translation_8_left,test_05318,2,car,0.9592377
clip_vit_b_32_linear,translation_8_left,test_03515,6,horse,0.9784916
clip_vit_b_32_linear,translation_8_left,test_04642,4,deer,0.9836012
clip_vit_b_32_linear,translation_8_left,test_00852,9,truck,0.98760533
clip_vit_b_32_linear,translation_8_left,test_01247,8,ship,0.98924494
clip_vit_b_32_linear,translation_8_left,test_07084,2,car,0.9752046
clip_vit_b_32_linear,translation_8_left,test_05301,9,truck,0.9433448
clip_vit_b_32_linear,translation_8_left,test_05082,6,horse,0.9884546
clip_vit_b_32_linear,translation_8_left,test_05077,4,deer,0.9823941
clip_vit_b_32_linear,translation_8_left,test_01563,3,cat,0.97455895
clip_vit_b_32_linear,translation_8_left,test_00029,7,monkey,0.95359755
clip_vit_b_32_linear,translation_8_left,test_03867,7,monkey,0.98407465
clip_vit_b_32_linear,translation_8_left,test_04620,6,horse,0.98170733
clip_vit_b_32_linear,translation_8_left,test_04065,2,car,0.97138345
clip_vit_b_32_linear,translation_8_left,test_01095,5,dog,0.9831138
clip_vit_b_32_linear,translation_8_left,test_04229,3,cat,0.98435867
clip_vit_b_32_linear,translation_8_left,test_03562,3,cat,0.98235905
clip_vit_b_32_linear,translation_8_left,test_02342,8,ship,0.9814252
clip_vit_b_32_linear,translation_8_left,test_01667,6,horse,0.98326564
clip_vit_b_32_linear,translation_8_left,test_07033,1,bird,0.9759642
clip_vit_b_32_linear,translation_8_left,test_01771,7,monkey,0.96335995
clip_vit_b_32_linear,translation_8_left,test_03157,8,ship,0.98282593
clip_vit_b_32_linear,translation_8_left,test_03851,3,cat,0.9850559
clip_vit_b_32_linear,translation_8_left,test_01287,7,monkey,0.96057343
clip_vit_b_32_linear,translation_8_left,test_07320,0,airplane,0.979567
clip_vit_b_32_linear,translation_8_left,test_07600,6,horse,0.99459463
clip_vit_b_32_linear,translation_8_left,test_03852,5,dog,0.96919787
clip_vit_b_32_linear,translation_8_left,test_00269,7,monkey,0.9714351
clip_vit_b_32_linear,translation_8_left,test_01703,7,monkey,0.9743798
clip_vit_b_32_linear,translation_8_left,test_07776,5,dog,0.9427806
clip_vit_b_32_linear,translation_8_left,test_03891,4,deer,0.9823383
clip_vit_b_32_linear,translation_8_left,test_07009,0,airplane,0.95859456
clip_vit_b_32_linear,translation_8_left,test_04893,0,airplane,0.9850347
clip_vit_b_32_linear,translation_8_left,test_02351,9,truck,0.98253924
clip_vit_b_32_linear,translation_8_left,test_03550,1,bird,0.990059
clip_vit_b_32_linear,translation_8_left,test_05719,7,monkey,0.9863958
clip_vit_b_32_linear,translation_8_left,test_01884,7,monkey,0.96619314
clip_vit_b_32_linear,translation_8_left,test_02898,4,deer,0.9896084
clip_vit_b_32_linear,translation_8_left,test_04640,1,bird,0.9508195
clip_vit_b_32_linear,translation_8_left,test_07610,4,deer,0.98235667
clip_vit_b_32_linear,translation_8_left,test_01833,8,ship,0.98777807
clip_vit_b_32_linear,translation_8_left,test_06455,0,airplane,0.97908115
clip_vit_b_32_linear,translation_8_left,test_03893,9,truck,0.98080575
clip_vit_b_32_linear,translation_8_left,test_04731,6,horse,0.9862282
clip_vit_b_32_linear,translation_8_left,test_00929,6,horse,0.9834032
clip_vit_b_32_linear,translation_8_left,test_03962,6,horse,0.98168385
clip_vit_b_32_linear,translation_8_left,test_03778,3,cat,0.98152286
clip_vit_b_32_linear,translation_8_left,test_01429,4,deer,0.963015
clip_vit_b_32_linear,translation_8_left,test_00049,2,car,0.9565039
clip_vit_b_32_linear,translation_8_left,test_00276,9,truck,0.9589976
clip_vit_b_32_linear,translation_8_left,test_06076,1,bird,0.99013305
clip_vit_b_32_linear,translation_8_left,test_01389,0,airplane,0.98452324
clip_vit_b_32_linear,translation_8_left,test_03362,2,car,0.9801461
clip_vit_b_32_linear,translation_8_left,test_00317,2,car,0.9713883
clip_vit_b_32_linear,translation_8_left,test_04675,0,airplane,0.9703687
clip_vit_b_32_linear,translation_8_left,test_05924,5,dog,0.98862594
clip_vit_b_32_linear,translation_8_left,test_00198,1,bird,0.9858175
clip_vit_b_32_linear,translation_8_left,test_07779,6,horse,0.9733016
clip_vit_b_32_linear,translation_8_left,test_04054,4,deer,0.98313844
clip_vit_b_32_linear,translation_8_left,test_05556,4,deer,0.9915061
clip_vit_b_32_linear,translation_8_left,test_02687,1,bird,0.97500986
clip_vit_b_32_linear,translation_8_left,test_01202,2,car,0.97054386
clip_vit_b_32_linear,translation_8_left,test_00097,5,dog,0.97094727
clip_vit_b_32_linear,translation_8_left,test_06033,4,deer,0.977859
clip_vit_b_32_linear,translation_8_left,test_01711,7,monkey,0.9763187
clip_vit_b_32_linear,translation_8_left,test_01430,9,truck,0.96320283
clip_vit_b_32_linear,translation_8_left,test_00739,8,ship,0.99028355
clip_vit_b_32_linear,translation_8_left,test_03491,1,bird,0.97710216
clip_vit_b_32_linear,translation_8_left,test_01568,1,bird,0.97531676
clip_vit_b_32_linear,translation_8_left,test_01211,4,deer,0.989712
clip_vit_b_32_linear,translation_8_left,test_04913,2,car,0.97426426
clip_vit_b_32_linear,translation_8_left,test_02502,2,car,0.97326255
clip_vit_b_32_linear,translation_8_left,test_02539,3,cat,0.98653024
clip_vit_b_32_linear,translation_8_left,test_00979,3,cat,0.9444426
clip_vit_b_32_linear,translation_8_left,test_06354,2,car,0.967779
clip_vit_b_32_linear,translation_8_left,test_04735,2,car,0.9817613
clip_vit_b_32_linear,translation_8_left,test_05912,0,airplane,0.99143374
clip_vit_b_32_linear,translation_8_left,test_03844,6,horse,0.988056
clip_vit_b_32_linear,translation_8_left,test_01263,3,cat,0.98346335
clip_vit_b_32_linear,translation_8_left,test_03404,7,monkey,0.99163496
clip_vit_b_32_linear,translation_8_left,test_03905,8,ship,0.9917268
clip_vit_b_32_linear,translation_8_left,test_01596,0,airplane,0.9909767
clip_vit_b_32_linear,translation_8_left,test_03083,0,airplane,0.9876812
clip_vit_b_32_linear,translation_8_left,test_02003,6,horse,0.98637813
clip_vit_b_32_linear,translation_8_left,test_05030,2,car,0.98132116
clip_vit_b_32_linear,translation_8_left,test_00095,1,bird,0.9905263
clip_vit_b_32_linear,translation_8_left,test_02757,4,deer,0.9754347
clip_vit_b_32_linear,translation_8_left,test_03413,1,bird,0.98795277
clip_vit_b_32_linear,translation_8_left,test_05488,1,bird,0.9773991
clip_vit_b_32_linear,translation_8_left,test_04827,6,horse,0.9840046
clip_vit_b_32_linear,translation_8_left,test_01877,5,dog,0.9788923
clip_vit_b_32_linear,translation_8_left,test_02157,1,bird,0.97925115
clip_vit_b_32_linear,translation_8_left,test_04821,3,cat,0.9759996
clip_vit_b_32_linear,translation_8_left,test_04953,5,dog,0.97060263
clip_vit_b_32_linear,translation_8_left,test_05525,8,ship,0.9826017
clip_vit_b_32_linear,translation_8_left,test_05381,5,dog,0.96755826
clip_vit_b_32_linear,translation_8_left,test_00672,3,cat,0.9821471
clip_vit_b_32_linear,translation_8_left,test_00323,7,monkey,0.9722179
clip_vit_b_32_linear,translation_8_left,test_05436,7,monkey,0.9870961
clip_vit_b_32_linear,translation_8_left,test_05450,7,monkey,0.98986304
clip_vit_b_32_linear,translation_8_left,test_06358,5,dog,0.9559514
clip_vit_b_32_linear,translation_8_left,test_00372,3,cat,0.96637976
clip_vit_b_32_linear,translation_8_left,test_00378,5,dog,0.9795297
clip_vit_b_32_linear,translation_8_left,test_07706,5,dog,0.9746693
clip_vit_b_32_linear,translation_8_left,test_02178,1,bird,0.97372323
clip_vit_b_32_linear,translation_8_left,test_05237,2,car,0.9850866
clip_vit_b_32_linear,translation_8_left,test_05478,0,airplane,0.9785706
clip_vit_b_32_linear,translation_8_left,test_05452,9,truck,0.9561057
clip_vit_b_32_linear,translation_8_left,test_05623,4,deer,0.9683483
clip_vit_b_32_linear,translation_8_left,test_06772,7,monkey,0.97698295
clip_vit_b_32_linear,translation_8_left,test_01111,4,deer,0.9834087
clip_vit_b_32_linear,translation_8_left,test_05528,3,cat,0.9797466
clip_vit_b_32_linear,translation_8_left,test_03777,6,horse,0.9883857
clip_vit_b_32_linear,translation_8_left,test_02458,5,dog,0.97303545
clip_vit_b_32_linear,translation_8_left,test_04921,2,car,0.9746406
clip_vit_b_32_linear,translation_8_left,test_03015,8,ship,0.99070084
clip_vit_b_32_linear,translation_8_left,test_07476,8,ship,0.9753491
clip_vit_b_32_linear,translation_8_left,test_01520,2,car,0.98456514
clip_vit_b_32_linear,translation_8_left,test_06713,6,horse,0.9763299
clip_vit_b_32_linear,translation_8_left,test_01852,1,bird,0.9823723
clip_vit_b_32_linear,translation_8_left,test_02268,5,dog,0.9858273
clip_vit_b_32_linear,translation_8_left,test_00151,8,ship,0.9858678
clip_vit_b_32_linear,translation_8_left,test_00890,6,horse,0.9771664
clip_vit_b_32_linear,translation_8_left,test_00825,1,bird,0.99015653
clip_vit_b_32_linear,translation_8_left,test_02536,3,cat,0.9792076
clip_vit_b_32_linear,translation_8_left,test_00470,2,car,0.9865763
clip_vit_b_32_linear,translation_8_left,test_05256,1,bird,0.98533624
clip_vit_b_32_linear,translation_8_left,test_02011,9,truck,0.9334229
clip_vit_b_32_linear,translation_8_left,test_07150,0,airplane,0.9823909
clip_vit_b_32_linear,translation_8_left,test_00449,6,horse,0.9783713
clip_vit_b_32_linear,translation_8_left,test_02704,4,deer,0.99254453
clip_vit_b_32_linear,translation_8_left,test_03437,0,airplane,0.9449097
clip_vit_b_32_linear,translation_8_left,test_03375,3,cat,0.9864137
clip_vit_b_32_linear,translation_8_left,test_04552,8,ship,0.9843458
clip_vit_b_32_linear,translation_8_left,test_00920,6,horse,0.983081
clip_vit_b_32_linear,translation_8_left,test_02242,0,airplane,0.98835206
clip_vit_b_32_linear,translation_8_left,test_02745,8,ship,0.9831928
clip_vit_b_32_linear,translation_8_left,test_01032,7,monkey,0.97435796
clip_vit_b_32_linear,translation_8_left,test_00365,3,cat,0.98585
clip_vit_b_32_linear,translation_8_left,test_04850,5,dog,0.9837111
clip_vit_b_32_linear,translation_8_left,test_04819,0,airplane,0.99078643
clip_vit_b_32_linear,translation_8_left,test_07338,6,horse,0.9750513
clip_vit_b_32_linear,translation_8_left,test_07372,0,airplane,0.9842449
clip_vit_b_32_linear,translation_8_left,test_01090,1,bird,0.9922063
clip_vit_b_32_linear,translation_8_left,test_05062,4,deer,0.9902093
clip_vit_b_32_linear,translation_8_left,test_00981,2,car,0.9744849
clip_vit_b_32_linear,translation_8_left,test_05857,6,horse,0.95009655
clip_vit_b_32_linear,translation_8_left,test_01986,1,bird,0.9915762
clip_vit_b_32_linear,translation_8_left,test_05560,1,bird,0.99144936
clip_vit_b_32_linear,translation_8_left,test_01814,2,car,0.97371554
clip_vit_b_32_linear,translation_8_left,test_00194,8,ship,0.9837554
clip_vit_b_32_linear,translation_8_left,test_01993,1,bird,0.9908346
clip_vit_b_32_linear,translation_8_left,test_05333,2,car,0.96315926
clip_vit_b_32_linear,translation_8_left,test_04311,8,ship,0.99092025
clip_vit_b_32_linear,translation_8_left,test_07425,2,car,0.98222333
clip_vit_b_32_linear,translation_8_left,test_03889,5,dog,0.9678952
clip_vit_b_32_linear,translation_8_left,test_04308,7,monkey,0.97520125
clip_vit_b_32_linear,translation_8_left,test_01960,4,deer,0.98722446
clip_vit_b_32_linear,translation_8_left,test_04399,0,airplane,0.9878644
clip_vit_b_32_linear,translation_8_left,test_03191,6,horse,0.96593237
clip_vit_b_32_linear,translation_8_left,test_01626,5,dog,0.982856
clip_vit_b_32_linear,translation_8_left,test_00176,3,cat,0.9793706
clip_vit_b_32_linear,translation_8_left,test_07726,6,horse,0.9844417
clip_vit_b_32_linear,translation_8_left,test_02334,5,dog,0.9919179
clip_vit_b_32_linear,translation_8_left,test_01648,0,airplane,0.95373404
clip_vit_b_32_linear,translation_8_left,test_06084,7,monkey,0.97930187
clip_vit_b_32_linear,translation_8_left,test_03455,0,airplane,0.98316616
clip_vit_b_32_linear,translation_8_left,test_01468,9,truck,0.95663774
clip_vit_b_32_linear,translation_8_left,test_01296,7,monkey,0.97625136
clip_vit_b_32_linear,translation_8_left,test_05213,4,deer,0.9861524
clip_vit_b_32_linear,translation_8_left,test_07047,9,truck,0.9850663
clip_vit_b_32_linear,translation_8_left,test_05360,9,truck,0.9798482
clip_vit_b_32_linear,translation_8_left,test_05824,2,car,0.9364612
clip_vit_b_32_linear,translation_8_left,test_07460,8,ship,0.9874425
clip_vit_b_32_linear,translation_8_left,test_04791,7,monkey,0.99388283
clip_vit_b_32_linear,translation_8_left,test_06692,2,car,0.9869571
clip_vit_b_32_linear,translation_8_left,test_06931,9,truck,0.9790008
clip_vit_b_32_linear,translation_8_left,test_00667,8,ship,0.9912221
clip_vit_b_32_linear,translation_8_left,test_07781,6,horse,0.95648265
clip_vit_b_32_linear,translation_8_left,test_07793,3,cat,0.97332215
clip_vit_b_32_linear,translation_8_left,test_01411,9,truck,0.9909076
clip_vit_b_32_linear,translation_8_left,test_01473,7,monkey,0.99132055
clip_vit_b_32_linear,translation_8_left,test_07130,5,dog,0.991949
clip_vit_b_32_linear,translation_8_left,test_01956,7,monkey,0.9758483
clip_vit_b_32_linear,translation_8_left,test_06716,5,dog,0.9665388
clip_vit_b_32_linear,translation_8_left,test_04106,5,dog,0.9745745
clip_vit_b_32_linear,translation_8_left,test_03494,6,horse,0.975434
clip_vit_b_32_linear,translation_8_left,test_00691,4,deer,0.9818734
clip_vit_b_32_linear,translation_8_left,test_05220,1,bird,0.92828655
clip_vit_b_32_linear,translation_8_left,test_04908,3,cat,0.9777753
clip_vit_b_32_linear,translation_8_left,test_07029,1,bird,0.98957944
clip_vit_b_32_linear,translation_8_left,test_04130,0,airplane,0.9914747
clip_vit_b_32_linear,translation_8_left,test_07938,9,truck,0.9701317
clip_vit_b_32_linear,translation_8_left,test_05101,5,dog,0.9885123
clip_vit_b_32_linear,translation_8_left,test_01515,9,truck,0.978562
clip_vit_b_32_linear,translation_8_left,test_03287,4,deer,0.98818946
clip_vit_b_32_linear,translation_8_left,test_00716,8,ship,0.99010026
clip_vit_b_32_linear,translation_8_left,test_04236,7,monkey,0.9810171
clip_vit_b_32_linear,translation_8_left,test_05408,6,horse,0.98677295
clip_vit_b_32_linear,translation_8_left,test_05496,5,dog,0.9916014
clip_vit_b_32_linear,translation_8_left,test_03365,4,deer,0.983441
clip_vit_b_32_linear,translation_8_left,test_04323,3,cat,0.98227674
clip_vit_b_32_linear,translation_8_left,test_05467,4,deer,0.9833032
clip_vit_b_32_linear,translation_8_left,test_01644,5,dog,0.9890553
clip_vit_b_32_linear,translation_8_left,test_03948,8,ship,0.98348737
clip_vit_b_32_linear,translation_8_left,test_06726,7,monkey,0.9624958
clip_vit_b_32_linear,translation_8_left,test_05395,2,car,0.96347684
clip_vit_b_32_linear,translation_8_left,test_01579,7,monkey,0.9743002
clip_vit_b_32_linear,translation_8_left,test_05918,0,airplane,0.9805021
clip_vit_b_32_linear,translation_8_left,test_07041,5,dog,0.97330326
clip_vit_b_32_linear,translation_8_left,test_00506,4,deer,0.98319376
